"ibge.municode","uf","muni","electorate.96","comp.voting.98","depfedbranconulo98.pct","blank.inv.96","poverty_high_1991","frac_25_illit_1991","gini_1991","pt_pres_1994","latitude","longitude"
2801405,"SE","CARIRA",11772,"0",24.4789979483857,14.389,76.4940032958984,62.8310012817383,0.52700001001358,16.1422836336477,-10.3608331680298,37.7011108398438
2801504,"SE","CARMOPOLIS",5709,"0",43.3810195446303,11.531,77.4820022583008,38.8819999694824,0.564000010490417,20.9613299602458,-10.6480560302734,36.9888877868652
2801603,"SE","CEDRO DE SAO JOAO",3891,"0",28.6590709903593,8.785,74.9169998168945,42.734001159668,0.517000019550323,22.5776105362183,-10.2516670227051,36.8844451904297
2801702,"SE","CRISTINAPOLIS",8639,"0",33.1214240305149,16.538,86.515998840332,66.5400009155273,0.501999974250793,12.6200459894495,-11.4755554199219,37.7552795410156
2801900,"SE","CUMBE",2933,"0",29.4187898089172,13.114,87.2799987792969,59.4580001831055,0.503000020980835,13.7147048038137,-10.3549995422363,37.1830558776855
2802007,"SE","DIVINA PASTORA",2529,"0",33.729216152019,10.687,86.5240020751953,46.1139984130859,0.541000008583069,20.5578047683311,-10.6886110305786,37.1483345031738
2802106,"SE","ESTANCIA",33405,"0",41.0771355296903,15.838,72.8379974365234,41.273998260498,0.554000020027161,19.841712915832,-11.2683334350586,37.4383316040039
2802205,"SE","FEIRA NOVA",4175,"0",29.4777220419003,12.618,90.2720031738281,65.4369964599609,0.45100000500679,12.5593667546174,-10.2641668319702,37.3130569458008
2802304,"SE","FREI PAULO",6840,"0",35.1471758154336,16.952,82.2649993896484,54.4370002746582,0.513999998569489,11.8172404866684,-10.5494441986084,37.5344429016113
2802403,"SE","GARARU",7146,"0",24.5441342585122,15.465,91.6149978637695,60.4010009765625,0.50900000333786,22.7607165706974,-9.96749973297119,37.0833320617676
2802502,"SE","GENERAL MAYNARD",1937,"0",37.5551354757404,9.804,77.0189971923828,42.3349990844727,0.497999995946884,20.2061096797939,-10.6888885498047,36.9838905334473
2802601,"SE","GRACCHO CARDOSO",4055,"0",27.6377734699529,14.149,90.5350036621094,56.9249992370605,0.467000007629395,21.4527408075795,-10.2266664505005,37.1983337402344
2802700,"SE","ILHA DAS FLORES",5200,"0",34.7781482431393,16.913,91.4550018310547,56.8660011291504,0.48199999332428,8.51747689835275,-10.4363889694214,36.5400009155273
2802809,"SE","INDIAROBA",7028,"0",39.5841069439287,12.162,90.8610000610352,63.5099983215332,0.453000009059906,8.04520155169506,-11.5191669464111,37.5116653442383
2802908,"SE","ITABAIANA",44767,"1",9.58233069783431,12.939,60.234001159668,47.5340003967285,0.499000012874603,28.875533994642,-10.6850004196167,37.4252777099609
2803005,"SE","ITABAIANINHA",21558,"0",28.1543703007519,20.752,88.7580032348633,59.7249984741211,0.5,7.67657137012223,-11.2738885879517,37.7900009155273
2803104,"SE","ITABI",4258,"0",23.696682464455,13.988,84.6969985961914,52.2140007019043,0.512000024318695,25.8611955420466,-10.1263885498047,37.1030540466309
2803203,"SE","ITAPORANGA D AJUDA",15309,"0",38.0231590100658,21.312,90.1470031738281,63.1559982299805,0.470999985933304,14.3559143559144,-10.9980554580688,37.3105545043945
2803302,"SE","JAPARATUBA",9284,"0",42.0838183934808,14.934,83.7160034179688,46.1660003662109,0.541999995708466,17.3706324635117,-10.5933332443237,36.9402770996094
2803401,"SE","JAPOATA",8143,"0",41.5969701751617,15.8,90.7639999389648,61.625,0.458000004291534,12.7520673146671,-10.3466663360596,36.8011093139648
2803500,"SE","LAGARTO",48950,"1",10.3141564318035,14.881,74.1340026855469,52.0110015869141,0.513000011444092,18.4331576425491,-10.9172220230103,37.6500015258789
2803609,"SE","LARANJEIRAS",15152,"0",52.3890389810884,13.119,84.0019989013672,46.1129989624023,0.535000026226044,21.1584454409567,-10.8063888549805,37.1699981689453
2803708,"SE","MACAMBIRA",3965,"0",18.5185185185185,14.785,86.3249969482422,54.5909996032715,0.449000000953674,8.92743812143008,-10.6663885116577,37.5408325195312
2803807,"SE","MALHADA DOS BOIS",2060,"0",28.5090114691425,12.486,89.7620010375977,57.8059997558594,0.503000020980835,27.7956741831569,-10.3494443893433,36.9241676330566
2803906,"SE","MALHADOR",7659,"0",30.2332963021743,8.437,76.3759994506836,49.6839981079102,0.425999999046326,11.9557195571956,-10.6577777862549,37.3047218322754
